Model,CV_Accuracy_Mean,CV_Accuracy_Std,Test_Accuracy
SVM,0.5852245327880515,0.005463806118957252,0.5857531760435571
RandomForest,0.8889005493808602,0.0050369655206086135,0.9147005444646098
XGBoost,0.8624585453414653,0.0064816691223518,0.8888384754990926
