video_name,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
Video10,0,179.57105058076243,176.2743775772793,163.7175470165582,174.68444447180758,178.504546551562,0.0
Video10,1,172.20270764495052,177.86696243276418,164.15042303248117,176.1762862481283,177.20869950839656,0.011537939761624191
Video10,2,166.9386962575961,179.54876435322137,164.6913704898963,177.77550594080665,178.6499773327764,0.010715505842006574
Video10,3,165.00964759406043,178.89962489337447,163.53483874502197,175.91647184994858,178.83198082230018,0.005085142724441759
Video10,4,162.21726889561856,178.21523390917145,161.3548283059042,172.53418360257035,178.14029529173067,0.005207760767503216
Video10,5,161.17601919223665,174.70660301950096,159.84354423002563,173.74377931811668,179.1134276943898,0.004619441700704174
Video10,6,161.9505419388049,178.17014558770967,159.75137036312114,169.33048722865482,179.10726327829246,0.003858164404377791
Video10,7,163.3380367600009,177.03820005157172,160.87723035147033,169.6472561914958,179.62788313620337,0.002911918542601846
Video10,8,165.34601957945696,178.55747801317116,161.6638269360025,170.79571277216166,179.23448563358085,0.001931463678677882
Video10,9,166.4819008771234,178.3972591432136,163.2035089609378,169.4161548494843,179.05374043316633,0.002521051601930093
Video10,10,168.39076108007376,179.3107565993535,165.14998272929185,167.99584024079235,178.89677669812187,0.0018478216546954506
Video10,11,170.21709194699437,178.68422095037153,166.43065595500167,169.31621344179996,178.914555042928,0.0018163332433411602
Video10,12,170.2644577853734,179.6462980288626,165.98368070928646,168.63752014660892,178.19677318450235,0.0012219954620708135
Video10,13,171.90610720363946,178.21549390624085,167.44261238524675,168.87282051154807,178.24204128307312,0.0009564779924623869
Video10,14,174.28345366842592,179.9003575885442,168.66857829181478,167.3790509194413,178.75564267833445,0.0008797108223944032
Video10,15,175.48479038828435,179.07416028746778,169.80366428029922,167.49705356094552,179.0121438036416,0.000755064415209222
Video10,16,175.72371607496532,177.28109070092728,169.71736546080007,166.9330002773329,178.98831366319277,0.0007633584918397811
Video10,17,176.22845477240088,177.98515349416647,169.72667881455686,167.15603122928073,178.91957537531272,0.0006145880077824448
Video10,18,176.66139386295401,177.83449489998745,170.83627735345533,166.4292045909511,179.44652329375828,0.0005300826195514563
Video10,19,178.46645984223898,176.13285130066419,173.3849544808315,163.8491699162665,179.3653085035275,0.0008493169690623411
Video10,20,179.0294333060144,175.51520486480578,174.73564552022356,163.20211000314717,178.920967973567,0.0007410062984986789
Video10,21,178.2414889263179,175.0656454800553,175.08559257436514,162.5739295511674,178.5187920762629,0.001243138403603524
Video10,22,177.64035601324153,174.74465241566926,174.9981173224,162.00832436479075,178.10535983507984,0.0018115883523767645
Video10,23,176.89840545392536,175.79648606277848,175.0398482088042,162.21134224035342,177.314970775398,0.0019469505006616782
Video10,24,173.52914931315337,177.887768242482,172.40243708778348,164.8449883768154,177.5058052178282,0.002556264400482177
Video10,25,172.7419460340561,179.90283632506598,170.6156359390953,167.60822395592436,177.53507617436438,0.0026212005001125956
Video10,26,171.35978130329732,179.32285221814158,168.9432017494117,168.12298253670733,177.06178662356507,0.0025301846590909025
