video_name,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
Video11,0,130.11878296342712,176.07318219981767,16.10169177667064,84.57069442252063,15.954581988009586,0.0
Video11,1,66.05823351828573,166.04062122838928,54.48350447541582,172.71281976175797,175.70806532416879,0.019235799709955852
Video11,2,20.10630764727422,16.223466320671424,11.884906895109372,28.66605311805025,177.2553581046001,0.005267360445224878
Video11,3,6.0378887678123485,6.497513085406169,2.7767030918502114,14.114179361655886,176.9846514814039,0.003765849001479873
Video11,4,15.284602922447217,0.6822220725232425,4.241647142076165,4.819746091271282,178.01901910197182,0.0029230668689265403
Video11,5,53.708675861644345,45.53983721221342,41.772618622304016,40.5295272891471,178.95208494045616,0.0027287259246363783
Video11,6,80.974963497904,92.540973573332,67.3176535845127,85.5714094312978,179.06439337509366,0.001712668122667254
Video11,7,124.3117974971023,129.51353796423277,109.68523566297232,121.39296512266257,178.7770673567934,0.0015508446729544446
Video11,8,144.93933088641575,143.28391750180336,129.60939867698872,133.78200029220858,178.83988643069614,0.0029348338192159472
Video11,9,137.79157470831422,138.38324355923083,122.93093857207224,129.4803383553102,179.09759619821872,0.0013688432447838087
Video11,10,138.00982093567723,139.1551151204666,123.07378055678537,130.45003878869616,179.48875467843664,0.001328164429375618
Video11,11,144.75063267787414,143.45780209173208,129.1545130612311,135.0378390088511,179.73247648767125,0.0010172255111463133
Video11,12,149.57726401146775,145.5460271998905,134.0659156769468,136.66164547292394,179.4864215138059,0.001145526315226701
Video11,13,152.6788878068463,147.9708161346285,137.9002522685634,139.02937992333838,179.25134470772954,0.0016249865293502816
Video11,14,162.93502303036664,152.4434755230219,146.86876508618317,142.4139193643019,178.77521307715355,0.0011096528985283583
Video11,15,165.60069730371956,153.39477714709653,149.37563219903927,142.7336950195309,178.61258563043776,0.0005484841989748389
Video11,16,173.7746845630769,156.8163079096079,155.9377965274318,146.85366791305793,178.9281932192106,0.006122153365250789
Video11,17,174.25981926908486,158.6071576807145,156.44315433069374,149.2007415031161,179.38582728338005,0.004321122259804699
Video11,18,175.10563221954627,159.92711098753415,157.67428120674785,150.61651890028335,179.33163827909644,0.004149242332487396
Video11,19,176.127559039034,161.1527680463479,158.9275969756192,152.2359642685382,179.22571792615398,0.0038198042999614385
Video11,20,176.23790142632777,161.94376967139917,159.6936033118803,154.2106258760546,179.18830087459187,0.0034787460710063115
Video11,21,175.95866492948676,162.584122306251,160.06672940285827,155.42884758516655,179.10374222109397,0.003443013086463464
Video11,22,175.34602885817387,163.14449593873334,160.262715182334,156.2426422298487,178.99519608472409,0.0037239035873702113
Video11,23,173.9293238481589,163.4407936905458,160.3761818272092,157.19216745037005,178.98221969162609,0.003376948562535377
Video11,24,173.30642109848506,163.0133727615852,161.24507982145275,157.5303822528817,178.64341294008753,0.0033386923146970318
Video11,25,173.25933637607557,161.6702140244235,162.43382014274155,157.57054203987587,178.33859872068425,0.003081558328686341
Video11,26,173.39233778928556,161.68563425543041,163.67918432424472,158.0737490868298,177.96381849865543,0.0028201608043728443
Video11,27,173.9974846884074,161.45710580743466,164.81921770643214,158.40207178109154,177.6074797129589,0.002654524463595765
Video11,28,174.5339231988868,162.4966036544736,165.53807695952935,159.7739740013258,177.61773965509727,0.002475134802587105
Video11,29,175.16212256854894,163.18693990098572,166.63916346105938,160.4030709602463,177.32185571012803,0.0019288586847709887
Video11,30,175.80543993389037,164.0701110733535,167.59525661735037,161.23950110198248,177.10375564576742,0.0014521127397363828
Video11,31,176.9386949590235,165.82397542337364,168.59858866849225,162.3104986829995,176.779981198794,0.0012663395115823466
Video11,32,177.2688318693626,167.79834413838822,169.2630638308986,162.48420295883872,176.09880121400218,0.001223930355274316
Video11,33,178.17110638314088,169.87516222458422,169.7207607014494,163.188693962821,175.69593145689032,0.0011022908217979209
Video11,34,178.69624159853848,170.68020300333245,170.29733672602146,163.29829011447552,175.28058373573847,0.000628146258267491
Video11,35,179.89209541130063,171.31444423433695,171.08188705285752,162.42701699884407,174.38943469584297,0.0019990530881014747
Video11,36,179.34900292135325,171.89024344301552,171.80580576560112,161.92393060044137,173.7184311654072,0.0012169462261777944
Video11,37,179.1214244440618,172.45081957877974,171.94146220033443,162.36970523721084,173.36460156336986,0.0011149793863296483
Video11,38,178.8913336040822,173.87005934249382,171.80671977430887,164.040517013699,173.4934159040181,0.0007009569442633426
Video11,39,178.74494117717984,174.14125842537635,172.07390312041352,164.17989788982987,173.18838415339337,0.0005750990275180685
Video11,40,178.6878581764163,175.0290796967295,171.868793569062,165.3757507195494,173.31324743432572,0.0006012383735541133
Video11,41,177.91553220076543,175.91009031010324,172.25338321099673,166.42987874942924,173.34915827625684,0.0005707885279799961
Video11,42,177.6398349253645,176.84142835768697,172.60971238878307,167.06761186001782,173.24254669228873,0.0005782395601272617
Video11,43,177.77847957732317,177.06698917781918,173.27733125065814,166.94420735860857,173.1081878442897,0.0006826556090152616
Video11,44,177.99523382780623,177.47649629567735,173.6171834493595,166.85220683753406,172.90724618427936,0.0007815257166371193
Video11,45,178.5516119224906,177.5286987867801,173.58588204794455,166.72693878102788,172.7762944467306,0.0007931644266301952
Video11,46,179.38769587035094,177.78220124189036,173.27496294907323,166.6333411249581,172.64560830209234,0.0006839899402676223
Video11,47,179.9294861424024,177.52429953682824,172.97254363771927,166.36397352832668,172.57462002844238,0.0005279196934266473
Video11,48,179.8871639807269,177.2858897020728,172.77824577101913,166.31039711894218,172.605361869465,0.0005725956324375021
Video11,49,179.87438313594953,176.8283883940963,172.4555352252627,166.45910003310112,172.78149564680697,0.0005799089417313143
Video11,50,179.39604307335094,176.4805485347132,172.41799630430936,166.5216532507824,172.92237554759043,0.0005812595287958713
Video11,51,179.3157781516415,175.51777357986907,172.14631905604463,166.28695684620715,173.11386903760794,0.000465799913261881
Video11,52,179.40430128409548,174.58900712247114,171.31770996500924,166.30083707291902,173.60282823037775,0.0007727006168076478
Video11,53,179.88875703535535,173.14998122823943,170.25710224456307,166.24859714874484,174.23610925203764,0.00124276135907029
Video11,54,179.55300136024061,172.00189685480711,169.21662582768016,166.4397905409737,175.21445342829628,0.001968372951854355
Video11,55,178.30888625859882,172.92618071780194,168.42185445889484,166.8481165436991,176.30194672380173,0.0019918689222046823
Video11,56,176.46052329281954,172.59924684912562,167.43253599223985,167.54440626364627,177.49399360352515,0.0017919012091376565
Video11,57,175.84451106479315,172.576050047791,166.1025742854463,168.0523285543523,178.89873372570602,0.001866066546151134
Video11,58,175.9632991299783,172.55686115017792,165.4515161711742,169.39475958705765,179.61030270412786,0.0021150437268343822
Video11,59,176.35966730461502,172.99291194832276,164.07545263929626,171.09641140469952,177.90573398998373,0.0025095528725421817
Video11,60,177.01220998130557,172.57349366463106,163.6146262129434,172.4353188109755,176.5370625064664,0.0026588918584765768
Video11,61,177.00348176280562,172.2939143371193,162.89924211767905,173.37773277301778,175.4337712979557,0.002546106775601709
Video11,62,176.3870255469606,171.12533407277348,162.5948613551172,173.70439955587153,174.80007496254655,0.002160013173565719
Video11,63,175.6139440743054,169.50799364466315,162.57609570403278,173.66208584818213,174.3870064658376,0.0021025795828212325
Video11,64,175.1661947223955,168.16229617157157,161.72573881657163,173.48819816623165,173.91147669792318,0.0017621079177567503
Video11,65,174.5181566447567,168.43629049015968,161.4809839655415,173.43008680026705,173.68601173341253,0.0017283292430819912
Video11,66,174.17511991695886,168.92376125360101,161.2046773286949,173.55280212236363,173.45762313785022,0.001689924435182048
Video11,67,174.3414215436692,170.3154894322978,161.21600515953847,173.70976171954013,173.36573883838466,0.0017977234992113996
Video11,68,174.82769867968332,171.68784858602967,161.48258234737068,173.91297755579305,173.30810059614572,0.0018135331796877304
Video11,69,175.89303928391698,171.9815539893861,162.54975469593168,173.65509119071064,173.49539883613852,0.001692275657798304
Video11,70,176.70587704081623,172.429720569697,163.68352472052578,173.31748124040624,173.82484876481567,0.0014621317386627223
Video11,71,177.12956230273335,172.72579253500476,164.1105612489783,173.26504091755118,173.9221646785603,0.0016296907807841438
Video11,72,176.55861215489062,173.7109578291307,164.89997320537825,173.195180536587,174.12114919808005,0.0018305751410397633
Video11,73,176.21909467984779,175.17417558076644,165.56369435791106,173.04513371212428,174.33028090099708,0.0016644515774466774
Video11,74,176.74027581695802,175.53989344050322,166.53087531688166,172.35756593649614,175.0008307889717,0.0014505648251735743
Video11,75,177.03517240013593,176.2304816347193,167.4280755185101,171.25571382189915,176.03214661662585,0.001765322504621572
Video11,76,177.260373939442,176.36359500954092,168.23761393008152,169.86853822601446,177.12723331670514,0.0019291779308608075
Video11,77,177.28000806209852,176.204246543205,169.01146143541158,168.32779232688736,178.49526886522696,0.0022939800313024833
Video11,78,178.02268108683282,176.16321560536582,169.54743266913158,167.24104532246707,179.9068408766009,0.002960707653652535
Video11,79,179.1531137369611,176.41468177859832,170.7204492525762,166.16940449071228,178.76656869279947,0.0031605769287456156
Video11,80,179.19511102204626,177.24765888775522,171.385639297159,166.4877616255851,177.9906516122751,0.003497710733702686
Video11,81,177.39468953498059,177.24548698531655,171.36012488368556,166.11057630588311,177.16197498193853,0.0029086375778371687
Video11,82,174.8242309592737,177.5713878934227,170.69568670101333,166.06204170429552,176.6304797139588,0.002583412509976014
Video11,83,169.28316602459108,176.77800439569413,168.40591750950455,165.76112513561216,176.25490650274529,0.002445659402644992
Video11,84,165.69222428426193,176.90644562115273,166.7650174525394,165.6766115783967,175.79604428457753,0.002327394304853493
Video11,85,166.91403986316118,177.30653207092183,166.8391130602335,165.81131781323018,175.53849150873626,0.0021218770381176144
Video11,86,168.46525268351158,177.82292176719636,167.4442156134396,165.99976322865723,175.2837264430196,0.0024127906019037436
Video11,87,169.32498356492164,178.46384475842967,167.76346471536857,166.49465791966338,175.1157516415993,0.002093171079953509
Video11,88,170.5389167323364,177.83207721659912,168.32353258562205,166.69879342553344,175.0378288880588,0.0021475959907878562
Video11,89,171.155973215117,177.8757725559,168.49404242105538,166.9104837184078,174.9807875337426,0.0018608588160890546
Video11,90,172.55619299606155,177.61270821226628,168.8156440171654,167.20159922949298,175.01885013847843,0.0022266087206927144
Video11,91,174.598550408655,176.81304229701513,168.85882634734295,167.48062431386091,175.2474367553465,0.001875030271934743
Video11,92,176.19019070566392,176.71321323613094,167.59695784477105,168.89262950068937,176.37189019360764,0.0017073985302087057
Video11,93,177.2598073157648,176.14919827430109,166.4293104230514,169.39692059071635,177.14214645720173,0.0016491246042829562
Video11,94,177.27106699388239,176.28051638025494,165.13176163724737,170.0787997094441,178.1977681436945,0.0020981708710843825
Video11,95,177.55974523834746,176.30681115049958,164.36432710542272,170.61042362530253,179.11895801902355,0.0024751142570466718
Video11,96,178.0218317662052,176.1533415124031,163.25718184020872,171.75700219123257,179.28413240785557,0.0033253110719449665
Video11,97,178.69816362342254,175.80700160615856,163.3442451564678,172.4662576862154,178.16310173377775,0.0035987487345030857
Video11,98,178.68966952968577,174.74107465494703,163.68104659145433,173.17956822816046,177.04547530412017,0.004646697053403566
Video11,99,177.49738249676022,172.78321428724914,162.8842878045685,172.8559211930482,175.94161830958987,0.004412714053284039
Video11,100,176.3242944505003,169.39537308226508,162.46629731900435,171.89867915947872,175.22906466210114,0.0037977736104618394
Video11,101,175.86100780011867,168.3923309088929,162.52734555593827,170.8322155611815,174.83427730840663,0.004175930537960746
Video11,102,175.5592592603599,165.7049777712954,162.7212073452038,168.64798509445635,174.65229832665875,0.003636158551230582
Video11,103,174.6403963372173,163.54095003433747,162.18304337527678,167.44203801398342,174.30581660853895,0.002756599901300481
Video11,104,174.0455655676872,162.5003733345903,161.80765639856293,166.69805613599476,174.06431362826538,0.002904914545290399
Video11,105,173.92032963383215,162.01230706158523,161.69789436821154,166.60661308004262,173.79761005895395,0.0029140864357803786
Video11,106,174.44661540654965,162.68493844491877,162.058381554809,166.94811022284617,173.70501115689268,0.002318952797037178
Video11,107,175.09923918724036,164.20850924678754,162.98535381301298,167.08231381423275,173.94363649809864,0.0028902804761221992
Video11,108,175.0880300666828,165.8936397144891,163.4950318579534,167.23749091075015,174.17738471385454,0.00347657388809955
Video11,109,174.95599300360456,166.0671051834693,164.47988736283352,166.9433892207456,174.5595904793256,0.0026957878109180587
Video11,110,174.91287053036845,166.91577024465386,165.27870812264308,166.79508353165713,174.94837866799273,0.00279772755774585
Video11,111,174.89176026706485,168.20769251365914,166.1476182954225,166.94903654081122,175.3563527204301,0.002618391857002723
Video11,112,174.17426788004124,170.15019851103781,166.3390682606683,166.94657853511063,175.7868875986037,0.0016476089755694072
Video11,113,174.46861393907972,172.04241755665973,167.3889467379536,166.74051230376637,176.77064333702793,0.002144872013366589
Video11,114,175.15006831167688,173.33261758351964,168.30108081577458,166.15340500588792,177.7416505752739,0.0032522109421816653
Video11,115,175.01592442617678,173.50795141027356,168.78379151429064,166.6797860371141,178.50894592916387,0.0035304535518993103
Video11,116,174.83896217967137,174.70750260089866,169.26560818174613,166.47806114562442,179.66006676444735,0.003960533575578168
