video_name,frame,knee_left,knee_right,hip_left,hip_right,trunk_angle,motion_energy
Video7,0,152.97313078126115,169.77061568218215,160.84117098278315,179.04195892669625,179.82191372430862,0.0
Video7,1,160.9266152019279,172.80297542020585,164.44840324306543,172.72382090475017,179.23666128711076,0.013633949738560294
Video7,2,172.32646519015464,171.6893585918802,169.30295513723874,172.2519758164443,175.9722137341112,0.01030598084131877
Video7,3,176.79231685519332,171.4171052497144,171.87148780659558,173.5684698081681,175.75166121522264,0.0030552446842193586
Video7,4,177.8160350312389,170.11055092345404,171.26570433790133,171.70121217728084,175.58913619291405,0.0020379437641663994
Video7,5,178.07362896095998,174.5924203477216,171.9877906723467,171.5657675615738,174.67184661052946,0.001993447542190551
Video7,6,177.48908811241836,179.12512620021897,171.5983143477169,172.53469016701231,174.3816660688622,0.0015686312408158306
Video7,7,177.60960959277122,179.34782953473848,169.85129952980265,173.28639489126496,174.72700356662824,0.0012819997288963962
Video7,8,176.5861393597754,179.47024310796445,167.16581894904343,174.68453165176956,176.38273759237035,0.0018439288392211486
Video7,9,178.07915437605973,175.69628076473063,167.22893656057465,172.67862741019422,176.44213147243352,0.0016834650075796913
Video7,10,179.64195810220144,172.88243070669984,169.23266484729967,171.62179235566148,176.00540398276118,0.0016558143225583121
Video7,11,178.8447051876975,173.28407313534754,168.7880985274671,172.7921718859048,177.06292290600337,0.001635756908041059
Video7,12,176.9226114424965,172.43971939164635,168.57416223545718,173.48068050381474,178.47777055568062,0.0014389875260266381
Video7,13,176.35291603938114,171.32415336145672,168.00715658097238,173.22696402854393,179.79071033224355,0.0016042535955255674
Video7,14,174.13677667757923,169.26702465912615,169.4337397108639,172.10491737842776,179.7325399353473,0.0016362039428768778
Video7,15,173.38956860422633,168.4478323887029,168.04320380576627,172.2120498260526,178.48536219228782,0.0021272504871541796
Video7,16,179.3664247312976,164.25594775282445,166.25991475581125,170.1185832474456,178.75494717025254,0.0025212064836964455
Video7,17,179.00889750597332,160.535645894406,167.38990015467346,166.96063371111816,178.97046703351114,0.0019225640730424361
Video7,18,179.02629907787878,159.83870767202234,166.9521304016911,166.95096182459278,178.66232314890274,0.0016607488646651777
Video7,19,172.5651275376513,162.44318664438862,163.33865988755764,167.59273686589228,177.85723264829676,0.0018672893444697037
Video7,20,170.5199205431946,167.90766816337623,163.25156724993386,169.11716604992685,177.67897522750528,0.0019824017177928603
Video7,21,168.12984098465702,169.51998263204175,162.25621438595618,168.11008716618085,177.68939625495767,0.002044738693670795
Video7,22,167.76943937296545,174.18908854227536,163.57324474418994,168.9323195260329,178.07469274390294,0.0021411004391583485
Video7,23,170.01531153470918,174.70183943828394,164.76821893212912,169.00115058823482,178.01722183543257,0.0019978266773801904
Video7,24,172.33477641731125,174.56122977109268,167.68136895415893,166.62146441995765,178.97469723644818,0.0019063082608309651
Video7,25,171.7698001757926,175.3947205898463,166.4219119030732,166.89194952427326,178.31456964628913,0.0018195821480317491
Video7,26,172.56238505008997,175.82847977411524,167.63119996281054,167.10977955340897,178.4749985728159,0.0015712579091390032
Video7,27,173.64641410619362,177.22567743504908,169.7715573854127,167.01572051302207,179.1695119337233,0.0018375281131628846
Video7,28,174.52209863510495,178.67671056644627,171.0594071258907,167.71307960004273,179.3812689325235,0.0016951353260965009
Video7,29,174.76495077809696,177.61174041469297,172.7852145527053,167.89637286696862,179.97534864552216,0.0014417343067400375
Video7,30,175.38004905389846,174.12294446863095,173.09820107948576,167.85537728719234,179.81835581321855,0.0015978316466013641
Video7,31,175.82357603779718,172.22633973807154,173.41348343363072,167.4395731182681,179.37724310310023,0.0016562825802600711
Video7,32,176.33651017530198,171.58099196153103,173.42299729963867,167.0005523974176,179.05486765533985,0.002087329824765519
Video7,33,176.12706265972685,173.30194759378324,172.4760398968199,168.70736634253913,179.07957918435386,0.0018168760068488835
Video7,34,171.96493748512594,173.48015033090186,170.32992812726545,169.2073838087824,178.95385358630818,0.002956501010692483
Video7,35,165.91995771769118,174.33975034441914,167.29958721926704,169.65665794601207,178.57745902396982,0.0030699394869081885
Video7,36,166.58056932266751,175.2048839632289,167.30003293032829,170.8566082397892,178.62480658825933,0.0031559855648965554
Video7,37,169.4457335735174,175.21181993847927,166.62790831377072,172.35037254793727,178.9207999554353,0.002748451449654324
Video7,38,172.14284326679802,175.97521809394405,166.2683789858057,172.8254005964326,178.92281482604602,0.0026528577912937512
Video7,39,160.02086575338225,176.93242573581261,160.8292938613043,173.77114515077207,178.89731660542688,0.002553284168243408
Video7,40,162.26813481053807,178.20404004251458,160.189005121287,174.8271883952098,178.98202557075032,0.002713457653016761
Video7,41,164.87629988730896,179.30223601661024,159.04279462509143,176.1672571126157,179.27187462406673,0.0027028295126828297
Video7,42,169.32633010026134,179.40784125132808,159.51995521586994,176.19649283176446,179.27153040424028,0.002577294905980422
Video7,43,175.02395545202864,178.8523097733631,159.68291321271298,176.40319678832978,179.30028700205227,0.00281705504113978
Video7,44,178.95258097918233,177.71184113058868,160.91373683526328,176.0149724218557,179.0700941052256,0.002182094436703307
Video7,45,177.10426785732983,176.87108586773556,160.4335518105003,176.45110061000116,179.57754281856674,0.0024763248635060885
Video7,46,175.15028088008486,176.1610887090067,160.35845548763558,176.0947602151313,179.97485004503122,0.0017389901208155062
Video7,47,175.8030471191907,173.8696832812008,160.68703967506934,175.11837939626508,179.66794596012298,0.002110055224461987
Video7,48,173.20295332415796,173.37390488326514,160.89033632467834,175.63324898148744,178.4479503519073,0.0021828431071657124
Video7,49,171.7589994039857,173.21948878648112,163.5070220815243,174.69744441755597,178.4024993618212,0.002041603805440852
Video7,50,173.2706903603981,174.07670656467684,163.1426807557129,174.7742371842459,177.5866171023328,0.002899679947983134
Video7,51,175.64007971757385,172.6913672693527,161.7064739049334,174.39392535754803,176.68331682517987,0.003438747516184145
Video7,52,176.84056304512657,169.6553307902497,163.71007131584597,171.41753874876542,177.4583727876561,0.003053981697920603
Video7,53,178.42132249095238,163.78205254849186,164.6079923966477,167.5793707183938,177.77212722956972,0.0034262407006639354
Video7,54,178.5444250536099,152.2447704690667,164.0719955607468,163.12274837208253,177.67752668796717,0.003681407507621878
