video,frame,timestamp_s,x_0,y_0,z_0,vis_0,x_1,y_1,z_1,vis_1,x_2,y_2,z_2,vis_2,x_3,y_3,z_3,vis_3,x_4,y_4,z_4,vis_4,x_5,y_5,z_5,vis_5,x_6,y_6,z_6,vis_6,x_7,y_7,z_7,vis_7,x_8,y_8,z_8,vis_8,x_9,y_9,z_9,vis_9,x_10,y_10,z_10,vis_10,x_11,y_11,z_11,vis_11,x_12,y_12,z_12,vis_12,x_13,y_13,z_13,vis_13,x_14,y_14,z_14,vis_14,x_15,y_15,z_15,vis_15,x_16,y_16,z_16,vis_16,x_17,y_17,z_17,vis_17,x_18,y_18,z_18,vis_18,x_19,y_19,z_19,vis_19,x_20,y_20,z_20,vis_20,x_21,y_21,z_21,vis_21,x_22,y_22,z_22,vis_22,x_23,y_23,z_23,vis_23,x_24,y_24,z_24,vis_24,x_25,y_25,z_25,vis_25,x_26,y_26,z_26,vis_26,x_27,y_27,z_27,vis_27,x_28,y_28,z_28,vis_28,x_29,y_29,z_29,vis_29,x_30,y_30,z_30,vis_30,x_31,y_31,z_31,vis_31,x_32,y_32,z_32,vis_32
VID_20251012_205146755~2.mp4,0,0.0,0.44764792919158936,0.3817584812641144,-0.4996054172515869,0.9999620914459229,0.45468398928642273,0.3744651675224304,-0.4737264811992645,0.9998101592063904,0.4586317837238312,0.37456220388412476,-0.47371402382850647,0.9998157620429993,0.46187257766723633,0.37462764978408813,-0.47367674112319946,0.9997852444648743,0.4396134614944458,0.3744170069694519,-0.4792676568031311,0.9998185038566589,0.43373334407806396,0.3743259310722351,-0.47929301857948303,0.9998385906219482,0.42866453528404236,0.37433356046676636,-0.4792618453502655,0.9998114705085754,0.4688379168510437,0.3785741925239563,-0.2977069020271301,0.9994058609008789,0.4210011959075928,0.3790540099143982,-0.32628118991851807,0.9995715022087097,0.45735397934913635,0.3899528682231903,-0.4318270683288574,0.9998949766159058,0.4375724792480469,0.3899332284927368,-0.4400167167186737,0.9998977184295654,0.515507161617279,0.42629823088645935,-0.16995972394943237,0.9999352693557739,0.3788241446018219,0.4277985394001007,-0.19108186662197113,0.9998617172241211,0.5401089787483215,0.48262470960617065,-0.061880964785814285,0.9915566444396973,0.36409568786621094,0.4889620542526245,-0.1211477667093277,0.9909114241600037,0.5500638484954834,0.5323676466941833,-0.19147199392318726,0.9896446466445923,0.35823801159858704,0.5373287796974182,-0.24022601544857025,0.984084963798523,0.5566074848175049,0.5490937829017639,-0.23311524093151093,0.9722639918327332,0.35500651597976685,0.5541242957115173,-0.2837313413619995,0.9626801609992981,0.5473296642303467,0.5481031537055969,-0.2817511558532715,0.9750736951828003,0.36297500133514404,0.5533271431922913,-0.32771191000938416,0.9647528529167175,0.5429494976997375,0.5419226884841919,-0.21358256042003632,0.970090925693512,0.36794599890708923,0.546713650226593,-0.2599680721759796,0.9583951234817505,0.4995481073856354,0.5406238436698914,-0.004060104489326477,0.9993706345558167,0.41715025901794434,0.5437712073326111,0.003941418137401342,0.9992892742156982,0.5017929673194885,0.6310741901397705,0.038189686834812164,0.9817315936088562,0.42867785692214966,0.6289196610450745,0.034169118851423264,0.9766542315483093,0.5026183724403381,0.7082476019859314,0.25965753197669983,0.980418860912323,0.4348962903022766,0.7070197463035583,0.2720431983470917,0.9752520322799683,0.4964370131492615,0.7170650959014893,0.2708793580532074,0.8740398287773132,0.43728405237197876,0.7159808874130249,0.2850709855556488,0.8033974170684814,0.5112650394439697,0.735785186290741,0.08746892213821411,0.9759641289710999,0.42980650067329407,0.7325406670570374,0.1006094366312027,0.9676772356033325
VID_20251012_205146755~2.mp4,1,0.033328434410506126,0.4473375976085663,0.38014087080955505,-0.3880838453769684,0.9999639987945557,0.45443886518478394,0.3732870817184448,-0.36107948422431946,0.9998216032981873,0.4581662118434906,0.37349259853363037,-0.36111417412757874,0.9998267292976379,0.4617065489292145,0.37371891736984253,-0.3611028492450714,0.9997985363006592,0.4395035207271576,0.3731944262981415,-0.36503973603248596,0.9998283982276917,0.43359166383743286,0.37327659130096436,-0.3650432229042053,0.9998468160629272,0.42837026715278625,0.3734826147556305,-0.365029513835907,0.9998223781585693,0.46856045722961426,0.3781925141811371,-0.2020406574010849,0.9994482398033142,0.4209364950656891,0.37826618552207947,-0.22090891003608704,0.9995995163917542,0.4569503366947174,0.38879358768463135,-0.32847487926483154,0.9999022483825684,0.437065452337265,0.38882574439048767,-0.33382296562194824,0.9999049305915833,0.5148200988769531,0.42633455991744995,-0.10632085800170898,0.99993896484375,0.37877437472343445,0.4279104769229889,-0.11244295537471771,0.9998682141304016,0.5379785299301147,0.48112642765045166,-0.057965658605098724,0.9910087585449219,0.36409759521484375,0.4891776442527771,-0.06481671333312988,0.9904167056083679,0.5484075546264648,0.5308562517166138,-0.22164329886436462,0.9889469742774963,0.3541819155216217,0.5376885533332825,-0.20582924783229828,0.9836496710777283,0.554900050163269,0.548340380191803,-0.27178165316581726,0.9713888168334961,0.34971916675567627,0.5547686219215393,-0.2535177767276764,0.9621602296829224,0.5462555885314941,0.5474726557731628,-0.31835266947746277,0.9741975665092468,0.3592110574245453,0.5538784861564636,-0.3004346191883087,0.9643141627311707,0.5417203903198242,0.5417174100875854,-0.2447092980146408,0.9689936637878418,0.3635757565498352,0.5484328866004944,-0.2277991622686386,0.9579958319664001,0.49692896008491516,0.5404099225997925,-0.004060343373566866,0.9994032979011536,0.41501981019973755,0.5422054529190063,0.003942790441215038,0.9993224143981934,0.5019111633300781,0.6304184198379517,0.00016511468857061118,0.9824495315551758,0.4305696189403534,0.6288053393363953,0.004452722612768412,0.9770718216896057,0.5059896111488342,0.7082008719444275,0.21217496693134308,0.980994701385498,0.43714362382888794,0.7067995071411133,0.22671037912368774,0.9753598570823669,0.5000324845314026,0.7164244055747986,0.22082892060279846,0.86600261926651,0.4407394528388977,0.7157237529754639,0.2368485927581787,0.7986629605293274,0.512198805809021,0.7357819080352783,0.02700854279100895,0.9760760068893433,0.43037229776382446,0.7324817776679993,0.04896710067987442,0.9678865671157837
VID_20251012_205146755~2.mp4,2,0.06665686882101225,0.4473103880882263,0.3799152076244354,-0.3963986337184906,0.9999663233757019,0.4543503522872925,0.37305065989494324,-0.3687613904476166,0.9998345971107483,0.4580059051513672,0.3732653856277466,-0.3688076436519623,0.9998391270637512,0.46170201897621155,0.3734835386276245,-0.3688029646873474,0.9998133778572083,0.4394884407520294,0.37298330664634705,-0.3729163706302643,0.9998399615287781,0.4335680305957794,0.3731115758419037,-0.37293553352355957,0.9998566508293152,0.4282478094100952,0.3733680844306946,-0.37292906641960144,0.9998347163200378,0.46843796968460083,0.37804776430130005,-0.2025739699602127,0.9994924664497375,0.42076489329338074,0.37807682156562805,-0.2220187932252884,0.9996292591094971,0.45681068301200867,0.388592392206192,-0.3338896930217743,0.9999100565910339,0.43695372343063354,0.38867220282554626,-0.3394840359687805,0.9999125003814697,0.5142645835876465,0.42648401856422424,-0.1003495380282402,0.9999430179595947,0.37841007113456726,0.4280458688735962,-0.10551105439662933,0.9998756647109985,0.5358965396881104,0.4811675250530243,-0.057112038135528564,0.9906697273254395,0.36412814259529114,0.4893319010734558,-0.049730200320482254,0.9900261163711548,0.5456212162971497,0.5302276611328125,-0.24549607932567596,0.9884220957756042,0.35164785385131836,0.5379054546356201,-0.1991637498140335,0.9834438562393188,0.5514771938323975,0.5474815964698792,-0.29978683590888977,0.970791220664978,0.34673795104026794,0.5549904108047485,-0.24827075004577637,0.9621133208274841,0.5437325835227966,0.5463747382164001,-0.3470724821090698,0.9735864400863647,0.3565533757209778,0.5540950894355774,-0.2982743978500366,0.9643493294715881,0.539370596408844,0.5408964157104492,-0.2692094147205353,0.9681088328361511,0.36064448952674866,0.5492324829101562,-0.222400963306427,0.9580102562904358,0.49396300315856934,0.5404130816459656,-0.003879544558003545,0.9994357228279114,0.4129658043384552,0.541892409324646,0.0037707046139985323,0.9993550181388855,0.5018961429595947,0.6304245591163635,-0.015186887234449387,0.9831075668334961,0.43091246485710144,0.6287994384765625,-0.007451930548995733,0.9774925708770752,0.5072260499000549,0.7083496451377869,0.21206603944301605,0.9815149903297424,0.43798378109931946,0.7071905732154846,0.2261306792497635,0.9755707383155823,0.501986026763916,0.7163766622543335,0.22204747796058655,0.8593847751617432,0.44261208176612854,0.7159019708633423,0.23711411654949188,0.794413685798645,0.5130805969238281,0.7357603907585144,0.024119235575199127,0.9762924313545227,0.4306190311908722,0.7324826121330261,0.0433904230594635,0.9682986736297607
VID_20251012_205146755~2.mp4,3,0.09998530323151837,0.4468589723110199,0.37995150685310364,-0.36543214321136475,0.9999685287475586,0.4541824758052826,0.37306007742881775,-0.3379266858100891,0.9998468160629272,0.4577487111091614,0.3732748031616211,-0.3379812240600586,0.9998506903648376,0.46161824464797974,0.37349286675453186,-0.3379872441291809,0.9998272657394409,0.43928930163383484,0.3729926347732544,-0.34118181467056274,0.9998511672019958,0.4332422614097595,0.37312087416648865,-0.34116750955581665,0.9998660683631897,0.42782580852508545,0.37337416410446167,-0.34114429354667664,0.9998466372489929,0.468276709318161,0.3780440390110016,-0.17461039125919342,0.9995338320732117,0.42037060856819153,0.3779657781124115,-0.1897692233324051,0.9996569156646729,0.4563799202442169,0.3886093199253082,-0.30397871136665344,0.9999172687530518,0.4361087381839752,0.3886887729167938,-0.3083888590335846,0.9999195337295532,0.5121211409568787,0.42643260955810547,-0.08316656202077866,0.9999469518661499,0.37763673067092896,0.42808476090431213,-0.07224971801042557,0.9998825788497925,0.5339329838752747,0.4800525903701782,-0.04942691698670387,0.9903897047042847,0.3637757897377014,0.48930177092552185,-0.020818615332245827,0.9893926382064819,0.5431933999061584,0.529233992099762,-0.23459243774414062,0.9879366755485535,0.3503367006778717,0.5380739569664001,-0.1761326789855957,0.9832616448402405,0.548346757888794,0.5467124581336975,-0.2887754440307617,0.9703174233436584,0.3452232778072357,0.555159330368042,-0.22668981552124023,0.9622500538825989,0.540344774723053,0.5452936887741089,-0.3345831334590912,0.9730554819107056,0.35524782538414,0.5541629195213318,-0.27726981043815613,0.9645528197288513,0.5359255075454712,0.5398393869400024,-0.2575167119503021,0.9672974348068237,0.35923460125923157,0.5494140386581421,-0.19978764653205872,0.9582260847091675,0.4910210371017456,0.5404180288314819,-0.007338578347116709,0.9994640350341797,0.4115385115146637,0.5418087840080261,0.007304332684725523,0.999382734298706,0.5002678632736206,0.6300423741340637,-0.01962125487625599,0.9838563799858093,0.430882066488266,0.6288069486618042,-0.003983702510595322,0.9780073165893555,0.507347822189331,0.708138108253479,0.19899827241897583,0.9819962382316589,0.43774673342704773,0.7074187397956848,0.22230446338653564,0.9758214354515076,0.5024054646492004,0.7160578370094299,0.20815864205360413,0.8510491251945496,0.44281819462776184,0.7159796357154846,0.23276373744010925,0.7926791906356812,0.5132157802581787,0.735212504863739,0.011398006230592728,0.9763050675392151,0.4279821813106537,0.7325189113616943,0.04315615072846413,0.9684849977493286
VID_20251012_205146755~2.mp4,4,0.1333137376420245,0.44655951857566833,0.3798685371875763,-0.348279744386673,0.9999702572822571,0.45400166511535645,0.37302884459495544,-0.3205311894416809,0.9998573660850525,0.45747146010398865,0.3732376992702484,-0.32060137391090393,0.9998608231544495,0.46145978569984436,0.3734533190727234,-0.3206120431423187,0.9998395442962646,0.4390755295753479,0.3729424476623535,-0.3237396478652954,0.9998601675033569,0.432908296585083,0.3730773329734802,-0.3237065374851227,0.999873161315918,0.4274078607559204,0.3733254373073578,-0.32368597388267517,0.9998558759689331,0.467878133058548,0.3779488801956177,-0.1596522480249405,0.9995707273483276,0.41985106468200684,0.3776914179325104,-0.17426295578479767,0.9996792078018188,0.4559487998485565,0.3885746896266937,-0.28812935948371887,0.9999235272407532,0.4354122281074524,0.38865986466407776,-0.29235324263572693,0.9999255537986755,0.5104551911354065,0.4263889491558075,-0.07846076786518097,0.9999505877494812,0.37660443782806396,0.4280838370323181,-0.06422214955091476,0.9998866319656372,0.5313198566436768,0.4796713590621948,-0.062181368470191956,0.9900594353675842,0.362588107585907,0.4892078936100006,-0.02226177044212818,0.9885268211364746,0.5389930009841919,0.528641939163208,-0.2763828635215759,0.9877524971961975,0.34978634119033813,0.5385173559188843,-0.1761932671070099,0.982648491859436,0.5435120463371277,0.5462357997894287,-0.33695676922798157,0.9704840183258057,0.34497082233428955,0.555557131767273,-0.22748003900051117,0.9616181254386902,0.5354381799697876,0.5447416305541992,-0.38053199648857117,0.9731308221817017,0.3549255430698395,0.5544944405555725,-0.2766807973384857,0.9640352725982666,0.5310114026069641,0.5392733216285706,-0.2991500794887543,0.967187225818634,0.35857337713241577,0.5499273538589478,-0.1994311660528183,0.9576535224914551,0.4872190058231354,0.5404176115989685,-0.00796525925397873,0.9994902610778809,0.40854528546333313,0.5418059229850769,0.007951600477099419,0.999406635761261,0.4973568320274353,0.6290358901023865,-0.013858829624950886,0.9844074249267578,0.42967280745506287,0.6288068890571594,-0.0007936350302770734,0.9783551096916199,0.5072774291038513,0.707820475101471,0.20144586265087128,0.982308030128479,0.43751999735832214,0.7077382206916809,0.22383111715316772,0.9757238626480103,0.5025112628936768,0.7152159214019775,0.21046629548072815,0.8430930376052856,0.44264012575149536,0.7159971594810486,0.2343568652868271,0.788922905921936,0.5135183930397034,0.7347487807273865,0.013707865960896015,0.9760432243347168,0.42804479598999023,0.7326450943946838,0.04604111611843109,0.9681259989738464
VID_20251012_205146755~2.mp4,5,0.16664217205253062,0.44550031423568726,0.3798829913139343,-0.33587193489074707,0.9999720454216003,0.45343017578125,0.373039573431015,-0.3081711530685425,0.9998676776885986,0.4568277895450592,0.3732461631298065,-0.30823877453804016,0.9998707175254822,0.46077391505241394,0.37346023321151733,-0.3082532286643982,0.9998514652252197,0.4382791519165039,0.3729490339756012,-0.310579389333725,0.9998692870140076,0.43197906017303467,0.37308061122894287,-0.3105365037918091,0.9998805522918701,0.42657625675201416,0.37332379817962646,-0.310514360666275,0.9998652935028076,0.4670836329460144,0.37794429063796997,-0.1474643349647522,0.9996062517166138,0.4190155863761902,0.3775748014450073,-0.15778741240501404,0.9997008442878723,0.45488935708999634,0.3885861337184906,-0.2756951153278351,0.9999297261238098,0.4340789318084717,0.38866931200027466,-0.27878880500793457,0.9999313950538635,0.5088207125663757,0.42632395029067993,-0.07209230214357376,0.9999542236328125,0.3754419982433319,0.42808425426483154,-0.041360169649124146,0.9998913407325745,0.5298799276351929,0.4796796143054962,-0.062063634395599365,0.9896712303161621,0.3622199296951294,0.48919859528541565,0.004591906443238258,0.98707115650177,0.5351127982139587,0.5286499261856079,-0.2672167122364044,0.9873253703117371,0.3501257300376892,0.5390657186508179,-0.15398800373077393,0.9815278053283691,0.5380875468254089,0.5461470484733582,-0.32799485325813293,0.9702593088150024,0.345450222492218,0.5564724206924438,-0.20551399886608124,0.9602880477905273,0.5289551615715027,0.5441488027572632,-0.37103042006492615,0.9728212952613831,0.35511890053749084,0.5554921627044678,-0.2559424340724945,0.9628511667251587,0.5250846147537231,0.5386821031570435,-0.2894235849380493,0.9664949178695679,0.35864779353141785,0.5510759353637695,-0.1779184490442276,0.9563173055648804,0.48572513461112976,0.5405722856521606,-0.013871065340936184,0.999517560005188,0.40788179636001587,0.5420608520507812,0.013897771947085857,0.999433159828186,0.49560654163360596,0.6290726065635681,-0.01850919798016548,0.9852185845375061,0.42752689123153687,0.6295276284217834,0.0010422300547361374,0.9789623618125916,0.5074400901794434,0.7078075408935547,0.20512185990810394,0.9829316735267639,0.43747955560684204,0.7078628540039062,0.22830414772033691,0.9760652184486389,0.5029283761978149,0.7152122855186462,0.21486808359622955,0.8359928727149963,0.44266775250434875,0.7160036563873291,0.2393149435520172,0.7888973951339722,0.5135107636451721,0.73475182056427,0.01513854693621397,0.9762768149375916,0.4280661940574646,0.7326382398605347,0.05187176167964935,0.9683801531791687
VID_20251012_205146755~2.mp4,6,0.19997060646303674,0.44466808438301086,0.3798525631427765,-0.3246827721595764,0.999973714351654,0.4528847634792328,0.3730451166629791,-0.29669153690338135,0.9998773336410522,0.4561963975429535,0.3732486069202423,-0.29676592350006104,0.9998798370361328,0.4601016640663147,0.373462051153183,-0.29678359627723694,0.9998623728752136,0.437581866979599,0.3729402720928192,-0.29848551750183105,0.9998781085014343,0.43113890290260315,0.373065322637558,-0.29843875765800476,0.9998877644538879,0.42582181096076965,0.3732985556125641,-0.29841285943984985,0.9998742341995239,0.4663589894771576,0.3779353201389313,-0.13390441238880157,0.9996386170387268,0.4181051552295685,0.37744370102882385,-0.14117804169654846,0.9997215270996094,0.45408937335014343,0.3885955810546875,-0.26372361183166504,0.9999353885650635,0.43311548233032227,0.38867276906967163,-0.2659492492675781,0.9999368190765381,0.5068795680999756,0.4261578619480133,-0.06082238256931305,0.9999573826789856,0.37454524636268616,0.4280781149864197,-0.02408652938902378,0.9998961687088013,0.5286787152290344,0.4790169298648834,-0.05935021862387657,0.9892458915710449,0.36197906732559204,0.4890635311603546,0.021098798140883446,0.9857444763183594,0.5310420393943787,0.5284384489059448,-0.26653340458869934,0.9869424700737,0.3503170907497406,0.539090096950531,-0.1415719836950302,0.9807402491569519,0.5327228307723999,0.545828104019165,-0.32949453592300415,0.9700847864151001,0.3457774817943573,0.5566095113754272,-0.19383907318115234,0.9595385789871216,0.5222617387771606,0.5433827042579651,-0.3715028762817383,0.9725384712219238,0.35522040724754333,0.5555998682975769,-0.24542145431041718,0.9621922373771667,0.5189379453659058,0.5380481481552124,-0.2884587049484253,0.9658039212226868,0.35875600576400757,0.5511833429336548,-0.16608577966690063,0.9555670022964478,0.48435765504837036,0.5414358377456665,-0.017565840855240822,0.9995447993278503,0.40743669867515564,0.543096661567688,0.017624428495764732,0.9994630217552185,0.4957164525985718,0.6292521357536316,-0.019284140318632126,0.9860818982124329,0.4251624345779419,0.6303675174713135,0.010996909812092781,0.9798448085784912,0.5075469017028809,0.7078717947006226,0.20897012948989868,0.9836638569831848,0.4372597336769104,0.7082841396331787,0.2503722012042999,0.9769415259361267,0.5029341578483582,0.7153462171554565,0.21915636956691742,0.8352106809616089,0.44273847341537476,0.7164408564567566,0.26238664984703064,0.7940678596496582,0.5149912238121033,0.7347574830055237,0.021162765100598335,0.9768067598342896,0.4262571632862091,0.7327823042869568,0.07668096572160721,0.9692456722259521
VID_20251012_205146755~2.mp4,7,0.23329904087354286,0.4431018829345703,0.3798603117465973,-0.3253328204154968,0.999975323677063,0.4520411193370819,0.3730517625808716,-0.2978823184967041,0.9998864531517029,0.4553891718387604,0.3732532858848572,-0.2979509234428406,0.9998884797096252,0.45922085642814636,0.3734661042690277,-0.2979623079299927,0.999872624874115,0.4363875389099121,0.3729260563850403,-0.2986893057823181,0.9998868107795715,0.4298635721206665,0.37302398681640625,-0.29864779114723206,0.9998950362205505,0.42480385303497314,0.3732196092605591,-0.29862484335899353,0.999883234500885,0.46579280495643616,0.3779228627681732,-0.13456760346889496,0.9996687769889832,0.41721558570861816,0.37723323702812195,-0.13708704710006714,0.9997418522834778,0.4526465833187103,0.38860389590263367,-0.26394370198249817,0.9999406337738037,0.4317021667957306,0.38867613673210144,-0.2648176848888397,0.9999419450759888,0.5049994587898254,0.4259149730205536,-0.06101841479539871,0.9999599456787109,0.37368473410606384,0.42801088094711304,-0.014707561582326889,0.9999018311500549,0.5271201729774475,0.4786181151866913,-0.059951089322566986,0.9886299967765808,0.3611004948616028,0.4889194369316101,0.03322581946849823,0.9844272136688232,0.525330662727356,0.5274123549461365,-0.27893057465553284,0.9860628843307495,0.35051703453063965,0.5391021370887756,-0.1347682625055313,0.98002028465271,0.525661051273346,0.544209361076355,-0.34347182512283325,0.9691460728645325,0.3459984362125397,0.5566487908363342,-0.18754787743091583,0.9588423371315002,0.5153036117553711,0.5412104725837708,-0.38551783561706543,0.9715301394462585,0.3553418517112732,0.5555843710899353,-0.23921865224838257,0.9615938067436218,0.5123048424720764,0.5359784364700317,-0.30108776688575745,0.9641470313072205,0.358871728181839,0.5511234402656555,-0.15946483612060547,0.954882025718689,0.48251041769981384,0.5414264798164368,-0.022810686379671097,0.9995660781860352,0.4069102108478546,0.5435619950294495,0.022886160761117935,0.9994910359382629,0.4933384656906128,0.6280499696731567,-0.024199753999710083,0.9869110584259033,0.42256465554237366,0.630510687828064,0.015774348750710487,0.9808046221733093,0.507529616355896,0.7069751620292664,0.2010892927646637,0.9845108389854431,0.43721017241477966,0.708483874797821,0.2522374093532562,0.9781153202056885,0.5028376579284668,0.7147530913352966,0.21077552437782288,0.83631432056427,0.4434349834918976,0.7167108058929443,0.26376697421073914,0.8027904033660889,0.5149888396263123,0.7344363331794739,0.011254444718360901,0.9776563048362732,0.42281588912010193,0.732821524143219,0.07879064232110977,0.9705851674079895
VID_20251012_205146755~2.mp4,8,0.266627475284049,0.4421224594116211,0.3797045946121216,-0.3177471458911896,0.9999766945838928,0.45138657093048096,0.37293678522109985,-0.2902178466320038,0.9998944997787476,0.4547027051448822,0.3731388747692108,-0.2902835011482239,0.9998960494995117,0.4585394263267517,0.373371958732605,-0.29029223322868347,0.9998817443847656,0.435538113117218,0.3726882338523865,-0.29147976636886597,0.9998944401741028,0.4288366138935089,0.37275171279907227,-0.2914502024650574,0.9999014139175415,0.4239199161529541,0.37292248010635376,-0.29143211245536804,0.9998912215232849,0.46526384353637695,0.37769079208374023,-0.12522315979003906,0.9996954202651978,0.4164048731327057,0.37691113352775574,-0.13022282719612122,0.9997600317001343,0.4516560733318329,0.3885755240917206,-0.2556357681751251,0.9999452829360962,0.430715411901474,0.38863059878349304,-0.25718003511428833,0.9999465346336365,0.5037713050842285,0.4255391061306,-0.04733177274465561,0.9999622702598572,0.3733743727207184,0.42763736844062805,-0.010054849088191986,0.9999068379402161,0.5259376168251038,0.4779760241508484,-0.042811330407857895,0.987939178943634,0.3601410984992981,0.48783737421035767,0.03789699450135231,0.9833928942680359,0.5209924578666687,0.5268017649650574,-0.26837366819381714,0.9850555658340454,0.35120368003845215,0.5388330221176147,-0.12674854695796967,0.9789605736732483,0.519374430179596,0.5432975888252258,-0.32438424229621887,0.967888593673706,0.34674665331840515,0.5565295815467834,-0.17900055646896362,0.9574311375617981,0.5089039206504822,0.5399442911148071,-0.3687100112438202,0.9702340960502625,0.35570716857910156,0.5553146004676819,-0.22955968976020813,0.9603272676467896,0.506718635559082,0.5346201658248901,-0.2913980782032013,0.9620521068572998,0.3590565621852875,0.5509089827537537,-0.15079714357852936,0.9534071683883667,0.481646329164505,0.5407449007034302,-0.021205101162195206,0.9995815753936768,0.40635934472084045,0.5435264110565186,0.021262088790535927,0.9995118379592896,0.49082404375076294,0.6265287399291992,-0.02441653236746788,0.9875667691230774,0.4215719997882843,0.6305068135261536,0.013310743495821953,0.981361448764801,0.5068244338035583,0.7063215970993042,0.19541104137897491,0.9851961135864258,0.4366909861564636,0.7087426781654358,0.2410406917333603,0.9788437485694885,0.5017749071121216,0.7142961621284485,0.20470735430717468,0.8362172245979309,0.4433644115924835,0.7168210744857788,0.2512727975845337,0.8066821098327637,0.5130500793457031,0.7341791987419128,0.003627259749919176,0.9783249497413635,0.42320170998573303,0.7328658699989319,0.0623006746172905,0.971389889717102
VID_20251012_205146755~2.mp4,9,0.2999559096945551,0.44126904010772705,0.37951594591140747,-0.30934393405914307,0.999977707862854,0.4508081078529358,0.3728049397468567,-0.28211110830307007,0.9999009370803833,0.4541393220424652,0.3730185627937317,-0.28217756748199463,0.999902069568634,0.4580400288105011,0.3732548952102661,-0.28218063712120056,0.9998891353607178,0.43485260009765625,0.37235209345817566,-0.2829350233078003,0.9999004602432251,0.42809930443763733,0.37233641743659973,-0.2828975021839142,0.9999061822891235,0.42326903343200684,0.37242671847343445,-0.2828841507434845,0.9998974800109863,0.4647420048713684,0.3774103820323944,-0.12004685401916504,0.9997177720069885,0.41584324836730957,0.3764294683933258,-0.12319717556238174,0.9997740983963013,0.45065927505493164,0.38848990201950073,-0.24842973053455353,0.9999490976333618,0.42982450127601624,0.38847628235816956,-0.24944090843200684,0.9999502897262573,0.5028514862060547,0.42509979009628296,-0.046978939324617386,0.9999641180038452,0.3732683062553406,0.42686301469802856,-0.004372132010757923,0.9999102354049683,0.5241389870643616,0.47751379013061523,-0.04376649111509323,0.987015426158905,0.3595101535320282,0.4864133894443512,0.04023287072777748,0.9818993806838989,0.5191231369972229,0.525594174861908,-0.2613142132759094,0.9839933514595032,0.3517451286315918,0.537748396396637,-0.12399110943078995,0.9776392579078674,0.5175224542617798,0.5414544939994812,-0.3200601041316986,0.9666531682014465,0.3474528193473816,0.5559569597244263,-0.17582222819328308,0.9556493759155273,0.5075775980949402,0.5378478765487671,-0.36305949091911316,0.9689517021179199,0.3562650978565216,0.5545194149017334,-0.22509752213954926,0.9587103724479675,0.5052176713943481,0.5326225757598877,-0.2837238013744354,0.9600417613983154,0.3594391644001007,0.549946129322052,-0.14761626720428467,0.951618492603302,0.48153156042099,0.5402036905288696,-0.021892299875617027,0.999592125415802,0.40628474950790405,0.5434848070144653,0.021946441382169724,0.9995266795158386,0.4886017441749573,0.6260273456573486,-0.02010713890194893,0.9881579279899597,0.4210675060749054,0.630588710308075,0.014834619127213955,0.9818457365036011,0.5055938959121704,0.7059930562973022,0.1952759176492691,0.9858483672142029,0.43666157126426697,0.7087362408638,0.23991160094738007,0.9795680642127991,0.5007762312889099,0.7140165567398071,0.20395533740520477,0.8351287841796875,0.44398871064186096,0.7168291211128235,0.24981288611888885,0.8111653923988342,0.5079721808433533,0.734184205532074,0.003389654215425253,0.9789988398551941,0.42330896854400635,0.733389139175415,0.06254085153341293,0.9722801446914673
